mes_aplicacion,semilla_undersampling,semilla_public,ganancia_public_inalcanzable,probabilidad_corte,ganancia_public,ganancia_private,ganancia_completa
201911,102191,699493,13773750,0.39,13428750,12533438,12712500
201911,102191,275339,11265000,0.52,10908750,12999375,12581250
201911,102191,751423,13252500,0.35,13252500,12570938,12707250
201911,102191,844523,13046250,0.36,13046250,12742500,12803250
201911,102191,577531,12986250,0.43,12986250,12483750,12584250
201911,102191,955139,12705000,0.39,12690000,12718125,12712500
201911,102191,929311,14141250,0.27,14141250,12165000,12560250
201911,102191,923441,12262500,0.34,12232500,12776250,12667500
201911,102191,372847,13312500,0.25,13312500,12122812,12360750
201911,102191,778187,13927500,0.43,13860000,12265312,12584250
201911,102191,102913,12708750,0.36,12708750,12826875,12803250
201911,102191,923179,12461250,0.42,12435000,12569062,12542250
201911,102191,356929,11790000,0.52,11790000,12779062,12581250
201911,102191,488617,11546250,0.44,11531250,12789375,12537750
201911,102191,579869,12971250,0.57,12971250,11493750,11789250
201911,102191,869299,14051250,0.41,13860000,12335625,12640500
201911,102191,702469,13890000,0.36,13890000,12531562,12803250
201911,102191,877367,13710000,0.25,13485000,12079688,12360750
201911,102191,737281,12318750,0.38,12213750,12851250,12723750
201911,102191,659473,12697500,0.24,12311250,12359062,12349500
201911,102191,370399,13770000,0.29,13770000,12178125,12496500
201911,102191,561529,12086250,0.28,12086250,12525000,12437250
201911,102191,813199,12217500,0.41,12217500,12746250,12640500
201911,102191,128969,12761250,0.23,12547500,12184688,12257250
201911,102191,242377,12300000,0.39,12300000,12815625,12712500
201911,102191,906823,13582500,0.44,13582500,12276562,12537750
201911,102191,461603,12660000,0.36,12660000,12839062,12803250
201911,102191,590963,13657500,0.46,13560000,12311250,12561000
201911,102191,366217,13016250,0.36,12911250,12776250,12803250
201911,102191,780631,12798750,0.38,12693750,12731250,12723750
201911,102191,902179,15041250,0.36,15041250,12243750,12803250
201911,102191,651029,15015000,0.49,14658750,12025312,12552000
201911,102191,511691,12630000,0.49,12480000,12570000,12552000
201911,102191,259387,13241250,0.41,13241250,12490312,12640500
201911,102191,221071,12765000,0.29,12615000,12466875,12496500
201911,102191,538301,12333750,0.36,12333750,12920625,12803250
201911,102191,706913,12176250,0.51,12086250,12578438,12480000
201911,102191,212999,13395000,0.31,13350000,12406875,12595500
201911,102191,647321,13593750,0.52,13593750,12328125,12581250
201911,102191,167623,12892500,0.33,12570000,12508125,12520500
201911,102191,222163,12862500,0.39,12480000,12770625,12712500
201911,102191,920687,14133750,0.48,14133750,12128438,12529500
201911,102191,167213,13713750,0.31,13398750,12394688,12595500
201911,102191,325673,14130000,0.38,13953750,12416250,12723750
201911,102191,132233,13387500,0.37,13383750,12576562,12738000
201911,102191,284227,13413750,0.52,13413750,12373125,12581250
201911,102191,876181,12543750,0.39,12397500,12791250,12712500
201911,102191,978233,12247500,0.49,12247500,12628125,12552000
201911,102191,355457,13653750,0.35,13511250,12506250,12707250
201911,102191,641513,12723750,0.33,12667500,12483750,12520500
201911,102191,737969,12273750,0.54,12202500,12322500,12298500
201911,102191,838139,12671250,0.29,12611250,12467812,12496500
201911,102191,544759,12825000,0.46,12825000,12495000,12561000
201911,102191,617791,11565000,0.35,11310000,13056562,12707250
201911,102191,577169,13916250,0.26,13916250,12075000,12443250
201911,102191,414241,13522500,0.38,13507500,12527812,12723750
201911,102191,415823,13702500,0.36,13702500,12578438,12803250
201911,102191,992917,12570000,0.52,11898750,12751875,12581250
201911,102191,433861,12341250,0.52,11985000,12730312,12581250
201911,102191,730421,13140000,0.26,13012500,12300938,12443250
201911,102191,586237,11002500,0.36,11002500,13253438,12803250
201911,102191,123701,14827500,0.49,14726250,12008438,12552000
201911,102191,221077,13638750,0.39,13638750,12480938,12712500
201911,102191,476167,12708750,0.52,12708750,12549375,12581250
201911,102191,794569,13008750,0.49,12765000,12498750,12552000
201911,102191,380909,14122500,0.5,13953750,12122812,12489000
201911,102191,631039,14062500,0.35,13856250,12420000,12707250
201911,102191,862541,13616250,0.32,13485000,12334688,12564750
201911,102191,260551,12907500,0.52,12907500,12499688,12581250
201911,102191,219983,13965000,0.37,13957500,12433125,12738000
201911,102191,217121,13147500,0.48,12847500,12450000,12529500
201911,102191,976957,14463750,0.38,14463750,12288750,12723750
201911,102191,432559,12067500,0.45,11951250,12635625,12498750
201911,102191,628861,12363750,0.52,12363750,12635625,12581250
201911,102191,944297,14133750,0.44,14118750,12142500,12537750
201911,102191,236627,12633750,0.53,12633750,12329062,12390000
201911,102191,546613,11715000,0.28,11640000,12636562,12437250
201911,102191,493123,13878750,0.39,13623750,12484688,12712500
201911,102191,618841,14160000,0.43,13991250,12232500,12584250
201911,102191,289031,12311250,0.42,12311250,12600000,12542250
201911,102191,627091,12018750,0.43,12003750,12729375,12584250
201911,102191,990719,13455000,0.52,13417500,12372188,12581250
201911,102191,461921,11565000,0.52,11565000,12835312,12581250
201911,102191,216803,13706250,0.29,13537500,12236250,12496500
201911,102191,615101,12506250,0.52,11782500,12780938,12581250
201911,102191,482117,12618750,0.46,12281250,12630938,12561000
201911,102191,358243,13395000,0.37,13260000,12607500,12738000
201911,102191,981983,14025000,0.44,13792500,12224062,12537750
201911,102191,712883,12105000,0.38,11992500,12906562,12723750
201911,102191,213173,12543750,0.38,12408750,12802500,12723750
201911,102191,400249,13582500,0.36,13496250,12630000,12803250
201911,102191,953501,12888750,0.39,12873750,12672188,12712500
201911,102191,624203,12213750,0.36,12213750,12950625,12803250
201911,102191,656273,12577500,0.39,12577500,12746250,12712500
201910,102191,904147,13211250,0.28,13177500,13845938,13712250
201910,102191,976091,15461250,0.29,15461250,13320938,13749000
201910,102191,910661,14257500,0.36,14238750,13353750,13530750
201910,102191,242197,14955000,0.37,14445000,13273125,13507500
201910,102191,847519,13661250,0.48,13350000,12989062,13061250
201910,102191,226099,13713750,0.32,13683750,13785938,13765500
201910,102191,699493,14448750,0.3,14448750,13664062,13821000
201910,102191,275339,12416250,0.36,12296250,13839375,13530750
201910,102191,751423,14006250,0.31,13845000,13824375,13828500
201910,102191,844523,13938750,0.29,13938750,13701562,13749000
201910,102191,577531,15585000,0.41,13908750,13147500,13299750
201910,102191,955139,14388750,0.34,14388750,13397812,13596000
201910,102191,929311,14711250,0.36,14523750,13282500,13530750
201910,102191,923441,14418750,0.38,14152500,13317188,13484250
201910,102191,372847,13710000,0.4,13616250,13295625,13359750
201910,102191,778187,14478750,0.41,14295000,13050938,13299750
201910,102191,102913,14370000,0.25,14253750,13297500,13488750
201910,102191,923179,14775000,0.32,14775000,13513125,13765500
201910,102191,356929,13983750,0.37,13522500,13503750,13507500
201910,102191,488617,13631250,0.29,13320000,13856250,13749000
201910,102191,579869,13462500,0.32,13462500,13841250,13765500
201910,102191,869299,14332500,0.28,14197500,13590938,13712250
201910,102191,702469,14043750,0.28,13811250,13687500,13712250
201910,102191,877367,11752500,0.33,11718750,14175938,13684500
201910,102191,737281,14400000,0.31,14175000,13741875,13828500
201910,102191,659473,14246250,0.32,14171250,13664062,13765500
201910,102191,370399,14797500,0.47,14471250,12694688,13050000
201910,102191,561529,15296250,0.31,15296250,13461562,13828500
201910,102191,813199,13991250,0.36,13980000,13418438,13530750
201910,102191,128969,14415000,0.29,14366250,13594688,13749000
201910,102191,242377,13706250,0.35,13661250,13491562,13525500
201910,102191,906823,14711250,0.27,14662500,13367812,13626750
201910,102191,461603,14460000,0.27,14460000,13418438,13626750
201910,102191,590963,13680000,0.27,13477500,13664062,13626750
201910,102191,366217,13256250,0.27,13256250,13719375,13626750
201910,102191,780631,14568750,0.23,14358750,12883125,13178250
201910,102191,902179,14790000,0.3,14790000,13578750,13821000
201910,102191,651029,14066250,0.27,14043750,13522500,13626750
201910,102191,511691,15581250,0.35,15352500,13068750,13525500
201910,102191,259387,14103750,0.37,13848750,13422188,13507500
201910,102191,221071,14831250,0.35,14692500,13233750,13525500
201910,102191,538301,14820000,0.31,14808750,13583438,13828500
201910,102191,706913,14197500,0.27,13766250,13591875,13626750
201910,102191,212999,12866250,0.31,12750000,14098125,13828500
201910,102191,647321,13608750,0.28,13391250,13792500,13712250
201910,102191,167623,13882500,0.4,13792500,13251562,13359750
201910,102191,222163,14163750,0.34,14160000,13455000,13596000
201910,102191,920687,13691250,0.32,13530000,13824375,13765500
201910,102191,167213,15221250,0.4,15052500,12936562,13359750
201910,102191,325673,13421250,0.51,13421250,12783750,12911250
201910,102191,132233,14171250,0.34,13987500,13498125,13596000
201910,102191,284227,13920000,0.37,13751250,13446562,13507500
201910,102191,876181,13601250,0.33,13346250,13769062,13684500
201910,102191,978233,13515000,0.35,13413750,13553438,13525500
201910,102191,355457,13357500,0.38,13357500,13515938,13484250
201910,102191,641513,13860000,0.29,13860000,13721250,13749000
201910,102191,737969,13290000,0.39,13282500,13501875,13458000
201910,102191,838139,12765000,0.33,12540000,13970625,13684500
201910,102191,544759,14032500,0.25,14032500,13352812,13488750
201910,102191,617791,14175000,0.38,14175000,13311562,13484250
201910,102191,577169,14336250,0.5,14261250,12619688,12948000
201910,102191,414241,15176250,0.31,15176250,13491562,13828500
201910,102191,415823,15176250,0.39,15176250,13028438,13458000
201910,102191,992917,15288750,0.31,15075000,13516875,13828500
201910,102191,433861,13541250,0.33,13406250,13754062,13684500
201910,102191,730421,13631250,0.3,13567500,13884375,13821000
201910,102191,586237,14103750,0.38,13976250,13361250,13484250
201910,102191,123701,13597500,0.28,13398750,13790625,13712250
201910,102191,221077,14602500,0.29,14602500,13535625,13749000
201910,102191,476167,14343750,0.28,14343750,13554375,13712250
201910,102191,794569,13845000,0.32,13845000,13745625,13765500
201910,102191,380909,12112500,0.36,11846250,13951875,13530750
201910,102191,631039,14040000,0.41,13886250,13153125,13299750
201910,102191,862541,14985000,0.3,14985000,13530000,13821000
201910,102191,260551,14763750,0.35,14415000,13303125,13525500
201910,102191,219983,14546250,0.3,14520000,13646250,13821000
201910,102191,217121,14287500,0.34,14025000,13488750,13596000
201910,102191,976957,13698750,0.37,13698750,13459688,13507500
201910,102191,432559,13710000,0.4,13567500,13307812,13359750
201910,102191,628861,13376250,0.32,13192500,13908750,13765500
201910,102191,944297,12907500,0.35,12247500,13845000,13525500
201910,102191,236627,13275000,0.39,13012500,13569375,13458000
201910,102191,546613,14212500,0.3,14212500,13723125,13821000
201910,102191,493123,15161250,0.32,15161250,13416562,13765500
201910,102191,618841,13391250,0.28,13391250,13792500,13712250
201910,102191,289031,14527500,0.37,14482500,13263750,13507500
201910,102191,627091,15195000,0.37,15067500,13117500,13507500
201910,102191,990719,13653750,0.37,13466250,13517812,13507500
201910,102191,461921,14493750,0.3,14493750,13652812,13821000
201910,102191,216803,14107500,0.41,13672500,13206562,13299750
201910,102191,615101,13226250,0.35,13125000,13625625,13525500
201910,102191,482117,13785000,0.38,13785000,13409062,13484250
201910,102191,358243,14591250,0.32,14583750,13560938,13765500
201910,102191,981983,12975000,0.33,12975000,13861875,13684500
201910,102191,712883,14673750,0.29,14460000,13571250,13749000
201910,102191,213173,14497500,0.27,14497500,13409062,13626750
201910,102191,400249,12090000,0.31,12067500,14268750,13828500
201910,102191,953501,13256250,0.32,13237500,13897500,13765500
201910,102191,624203,13946250,0.35,13530000,13524375,13525500
201910,102191,656273,13860000,0.31,13860000,13820625,13828500
201909,102191,904147,10586250,0.43,10586250,10545938,10554000
201909,102191,976091,11385000,0.47,11272500,10223438,10433250
201909,102191,910661,9648750,0.35,9626250,10550625,10365750
201909,102191,242197,12270000,0.42,12236250,10062188,10497000
201909,102191,847519,10800000,0.41,10800000,10415625,10492500
201909,102191,226099,11958750,0.47,11958750,10051875,10433250
201909,102191,699493,10185000,0.35,9855000,10493438,10365750
201909,102191,275339,10132500,0.44,9753750,10716562,10524000
201909,102191,751423,11977500,0.44,11977500,10160625,10524000
201909,102191,844523,11325000,0.48,11325000,10228125,10447500
201909,102191,577531,9532500,0.4,9532500,10815000,10558500
201909,102191,955139,10282500,0.46,10282500,10624688,10556250
201909,102191,929311,11055000,0.44,11055000,10391250,10524000
201909,102191,923441,10822500,0.44,10683750,10484062,10524000
201909,102191,372847,10755000,0.48,10755000,10370625,10447500
201909,102191,778187,11302500,0.47,11197500,10242188,10433250
201909,102191,102913,10968750,0.43,10968750,10450312,10554000
201909,102191,923179,10481250,0.46,10140000,10660312,10556250
201909,102191,356929,10623750,0.48,10608750,10407188,10447500
201909,102191,488617,12052500,0.39,12052500,10155000,10534500
201909,102191,579869,11583750,0.36,11418750,10124062,10383000
201909,102191,869299,11718750,0.5,11670000,9918750,10269000
201909,102191,702469,10252500,0.38,10252500,10528125,10473000
201909,102191,877367,9738750,0.44,9738750,10720312,10524000
201909,102191,737281,12131250,0.36,11917500,9999375,10383000
201909,102191,659473,10796250,0.44,10796250,10455938,10524000
201909,102191,370399,11497500,0.43,11497500,10318125,10554000
201909,102191,561529,10833750,0.31,10740000,10078125,10210500
201909,102191,813199,10811250,0.43,10807500,10490625,10554000
201909,102191,128969,11647500,0.39,11640000,10258125,10534500
201909,102191,242377,11002500,0.34,11002500,10164375,10332000
201909,102191,906823,12378750,0.43,12311250,10114688,10554000
201909,102191,461603,11216250,0.45,11216250,10295625,10479750
201909,102191,590963,10402500,0.45,10245000,10538438,10479750
201909,102191,366217,10417500,0.35,10417500,10352812,10365750
201909,102191,780631,8868750,0.36,8808750,10776562,10383000
201909,102191,902179,11291250,0.35,11291250,10134375,10365750
201909,102191,651029,11411250,0.53,11051250,9925312,10150500
201909,102191,511691,11572500,0.36,11572500,10085625,10383000
201909,102191,259387,11115000,0.46,11115000,10416562,10556250
201909,102191,221071,11238750,0.46,11238750,10385625,10556250
201909,102191,538301,11370000,0.35,11291250,10134375,10365750
201909,102191,706913,10016250,0.31,10016250,10259062,10210500
201909,102191,212999,8947500,0.42,8647500,10959375,10497000
201909,102191,647321,10245000,0.41,10245000,10554375,10492500
201909,102191,167623,11253750,0.48,10995000,10310625,10447500
201909,102191,222163,11872500,0.49,11872500,9972188,10352250
201909,102191,920687,11205000,0.43,11167500,10400625,10554000
201909,102191,167213,9633750,0.36,9626250,10572188,10383000
201909,102191,325673,12498750,0.41,12348750,10028438,10492500
201909,102191,132233,10938750,0.32,10785000,10076250,10218000
201909,102191,284227,11722500,0.53,11636250,9779062,10150500
201909,102191,876181,10012500,0.46,10012500,10692188,10556250
201909,102191,978233,11178750,0.41,10972500,10372500,10492500
201909,102191,355457,10927500,0.42,10927500,10389375,10497000
201909,102191,641513,10050000,0.43,9945000,10706250,10554000
201909,102191,737969,11898750,0.33,11898750,9810000,10227750
201909,102191,838139,11043750,0.46,11043750,10434375,10556250
201909,102191,544759,9213750,0.33,9213750,10481250,10227750
201909,102191,617791,11865000,0.42,11808750,10169062,10497000
201909,102191,577169,10005000,0.48,9915000,10580625,10447500
201909,102191,414241,11895000,0.44,11786250,10208438,10524000
201909,102191,415823,9547500,0.46,9487500,10823438,10556250
201909,102191,992917,9956250,0.47,9802500,10590938,10433250
201909,102191,433861,10661250,0.39,10271250,10600312,10534500
201909,102191,730421,9821250,0.52,9821250,10301250,10205250
201909,102191,586237,10413750,0.44,10286250,10583438,10524000
201909,102191,123701,11628750,0.5,11628750,9929062,10269000
201909,102191,221077,10061250,0.53,10053750,10174688,10150500
201909,102191,476167,11786250,0.44,11662500,10239375,10524000
201909,102191,794569,11576250,0.48,11576250,10165312,10447500
201909,102191,380909,11741250,0.43,11722500,10261875,10554000
201909,102191,631039,11707500,0.4,11497500,10323750,10558500
201909,102191,862541,10267500,0.43,10102500,10666875,10554000
201909,102191,260551,10507500,0.25,10267500,9106875,9339000
201909,102191,219983,11906250,0.4,11906250,10221562,10558500
201909,102191,217121,10665000,0.43,10481250,10572188,10554000
201909,102191,976957,12311250,0.39,12277500,10098750,10534500
201909,102191,432559,10327500,0.38,10327500,10509375,10473000
201909,102191,628861,10421250,0.5,10402500,10235625,10269000
201909,102191,944297,10500000,0.39,10455000,10554375,10534500
201909,102191,236627,10653750,0.39,10608750,10515938,10534500
201909,102191,546613,11583750,0.44,11178750,10360312,10524000
201909,102191,493123,12247500,0.48,12247500,9997500,10447500
201909,102191,618841,11482500,0.43,11460000,10327500,10554000
201909,102191,289031,10548750,0.44,10451250,10542188,10524000
201909,102191,627091,11321250,0.4,11321250,10367812,10558500
201909,102191,990719,9667500,0.46,9667500,10778438,10556250
201909,102191,461921,10563750,0.37,10440000,10388438,10398750
201909,102191,216803,10650000,0.47,10447500,10429688,10433250
201909,102191,615101,9851250,0.36,9735000,10545000,10383000
201909,102191,482117,9345000,0.41,9333750,10782188,10492500
201909,102191,358243,10755000,0.36,10582500,10333125,10383000
201909,102191,981983,11617500,0.38,11321250,10260938,10473000
201909,102191,712883,10710000,0.46,10710000,10517812,10556250
201909,102191,213173,9873750,0.38,9795000,10642500,10473000
201909,102191,400249,10845000,0.4,10845000,10486875,10558500
201909,102191,953501,9678750,0.39,9660000,10753125,10534500
201909,102191,624203,11636250,0.38,11535000,10207500,10473000
201909,102191,656273,11107500,0.47,11107500,10264688,10433250
201908,102191,904147,14051250,0.44,14051250,12499688,12810000
201908,102191,976091,13717500,0.44,13717500,12583125,12810000
201908,102191,910661,13151250,0.42,13113750,12801562,12864000
201908,102191,242197,12697500,0.35,12611250,12495000,12518250
201908,102191,847519,13451250,0.43,13451250,12775312,12910500
201908,102191,226099,12997500,0.43,12971250,12895312,12910500
201908,102191,699493,12975000,0.37,12926250,12443438,12540000
201908,102191,275339,13556250,0.44,13556250,12623438,12810000
201908,102191,751423,15438750,0.42,15431250,12222188,12864000
201908,102191,844523,13908750,0.44,13886250,12540938,12810000
201908,102191,577531,12562500,0.42,12435000,12971250,12864000
201908,102191,955139,12982500,0.5,12817500,12291562,12396750
201908,102191,929311,13646250,0.26,13368750,11651250,11994750
201908,102191,923441,13845000,0.43,13698750,12713438,12910500
201908,102191,372847,13736250,0.44,13605000,12611250,12810000
201908,102191,778187,12446250,0.41,12446250,12837188,12759000
201908,102191,102913,12588750,0.49,12468750,12350625,12374250
201908,102191,923179,14347500,0.42,14182500,12534375,12864000
201908,102191,356929,12225000,0.36,12123750,12660938,12553500
201908,102191,488617,12757500,0.43,12716250,12959062,12910500
201908,102191,579869,11482500,0.46,11388750,13112812,12768000
201908,102191,869299,12468750,0.45,12468750,12859688,12781500
201908,102191,702469,13192500,0.46,13192500,12661875,12768000
201908,102191,877367,13627500,0.42,13627500,12673125,12864000
201908,102191,737281,11887500,0.42,11685000,13158750,12864000
201908,102191,659473,12510000,0.42,12510000,12952500,12864000
201908,102191,370399,12596250,0.45,12562500,12836250,12781500
201908,102191,561529,12596250,0.43,12596250,12989062,12910500
201908,102191,813199,12558750,0.48,12543750,12525938,12529500
201908,102191,128969,12975000,0.43,12975000,12894375,12910500
201908,102191,242377,12498750,0.44,12153750,12974062,12810000
201908,102191,906823,14175000,0.42,14175000,12536250,12864000
201908,102191,461603,12690000,0.43,12041250,13127812,12910500
201908,102191,590963,11992500,0.34,11797500,12519375,12375000
201908,102191,366217,12427500,0.32,12330000,12279375,12289500
201908,102191,780631,13608750,0.45,13601250,12576562,12781500
201908,102191,902179,11741250,0.43,11553750,13249688,12910500
201908,102191,651029,12108750,0.38,12003750,12809062,12648000
201908,102191,511691,11287500,0.42,11287500,13258125,12864000
201908,102191,259387,12348750,0.43,12345000,13051875,12910500
201908,102191,221071,13151250,0.4,13151250,12578438,12693000
201908,102191,538301,13203750,0.5,12753750,12307500,12396750
201908,102191,706913,11842500,0.44,11673750,13094062,12810000
201908,102191,212999,13567500,0.42,13477500,12710625,12864000
201908,102191,647321,11790000,0.43,11508750,13260938,12910500
201908,102191,167623,14445000,0.36,14287500,12120000,12553500
201908,102191,222163,12390000,0.46,12390000,12862500,12768000
201908,102191,920687,13147500,0.42,13027500,12823125,12864000
201908,102191,167213,12592500,0.5,12101250,12470625,12396750
201908,102191,325673,11655000,0.43,11610000,13235625,12910500
201908,102191,132233,13282500,0.45,13125000,12695625,12781500
201908,102191,284227,11433750,0.42,11373750,13236562,12864000
201908,102191,876181,13447500,0.41,13346250,12612188,12759000
201908,102191,978233,14242500,0.43,14107500,12611250,12910500
201908,102191,355457,13271250,0.41,13038750,12689062,12759000
201908,102191,641513,13331250,0.42,13200000,12780000,12864000
201908,102191,737969,13466250,0.45,13455000,12613125,12781500
201908,102191,838139,13770000,0.43,13732500,12705000,12910500
201908,102191,544759,13155000,0.43,13155000,12849375,12910500
201908,102191,617791,14220000,0.43,14126250,12606562,12910500
201908,102191,577169,13518750,0.43,13402500,12787500,12910500
201908,102191,414241,13376250,0.46,13376250,12615938,12768000
201908,102191,415823,12138750,0.43,12135000,13104375,12910500
201908,102191,992917,12326250,0.42,12326250,12998438,12864000
201908,102191,433861,14092500,0.38,14092500,12286875,12648000
201908,102191,730421,14036250,0.43,14036250,12629062,12910500
201908,102191,586237,14430000,0.43,14422500,12532500,12910500
201908,102191,123701,12510000,0.42,12510000,12952500,12864000
201908,102191,221077,11943750,0.43,11943750,13152188,12910500
201908,102191,476167,13473750,0.45,13293750,12653438,12781500
201908,102191,794569,13938750,0.41,13807500,12496875,12759000
201908,102191,380909,13905000,0.38,13905000,12333750,12648000
201908,102191,631039,13496250,0.43,13496250,12764062,12910500
201908,102191,862541,12483750,0.38,12483750,12689062,12648000
201908,102191,260551,13526250,0.47,13526250,12359062,12592500
201908,102191,219983,14227500,0.45,14122500,12446250,12781500
201908,102191,217121,13128750,0.5,13128750,12213750,12396750
201908,102191,976957,12735000,0.38,12735000,12626250,12648000
201908,102191,432559,14411250,0.48,14411250,12059062,12529500
201908,102191,628861,12120000,0.38,12120000,12780000,12648000
201908,102191,944297,11493750,0.45,11493750,13103438,12781500
201908,102191,236627,13068750,0.52,12971250,11980312,12178500
201908,102191,546613,14670000,0.48,14670000,11994375,12529500
201908,102191,493123,11606250,0.25,11321250,12087188,11934000
201908,102191,618841,14572500,0.43,14572500,12495000,12910500
201908,102191,289031,13008750,0.43,12975000,12894375,12910500
201908,102191,627091,12273750,0.48,12172500,12618750,12529500
201908,102191,990719,14070000,0.38,14070000,12292500,12648000
201908,102191,461921,13087500,0.37,12963750,12434062,12540000
201908,102191,216803,12990000,0.44,12990000,12765000,12810000
201908,102191,615101,13751250,0.42,13751250,12642188,12864000
201908,102191,482117,12862500,0.42,12862500,12864375,12864000
201908,102191,358243,12045000,0.46,12045000,12948750,12768000
201908,102191,981983,13995000,0.44,13972500,12519375,12810000
201908,102191,712883,14096250,0.4,13935000,12382500,12693000
201908,102191,213173,14317500,0.42,14152500,12541875,12864000
201908,102191,400249,12258750,0.44,12240000,12952500,12810000
201908,102191,953501,12828750,0.45,12828750,12769688,12781500
201908,102191,624203,11265000,0.43,11238750,13328438,12910500
201908,102191,656273,13912500,0.34,13740000,12033750,12375000
201907,102191,904147,14340000,0.28,14013750,12666562,12936000
201907,102191,976091,14231250,0.31,14141250,12668438,12963000
201907,102191,910661,13931250,0.42,13931250,11880000,12290250
