mes_aplicacion,semilla_undersampling,semilla_public,ganancia_public_inalcanzable,probabilidad_corte,ganancia_public,ganancia_private,ganancia_completa
201907,102191,242197,11613750,0.47,11568750,11820938,11770500
201907,102191,847519,13578750,0.33,13575000,12945938,13071750
201907,102191,226099,13087500,0.29,13087500,12934688,12965250
201907,102191,699493,14141250,0.33,14141250,12804375,13071750
201907,102191,275339,11606250,0.34,11433750,13403438,13009500
201907,102191,751423,12712500,0.35,12573750,13056562,12960000
201907,102191,844523,13305000,0.29,13301250,12881250,12965250
201907,102191,577531,14107500,0.34,13961250,12771562,13009500
201907,102191,955139,13571250,0.25,13571250,12971250,13091250
201907,102191,929311,13893750,0.34,13893750,12788438,13009500
201907,102191,923441,13211250,0.33,12761250,13149375,13071750
201907,102191,372847,12116250,0.31,12116250,13174688,12963000
201907,102191,778187,13440000,0.38,12708750,12654375,12665250
201907,102191,102913,13998750,0.32,13792500,12912188,13088250
201907,102191,923179,14550000,0.25,14550000,12726562,13091250
201907,102191,356929,13380000,0.25,13380000,13019062,13091250
201907,102191,488617,10968750,0.39,10882500,12886875,12486000
201907,102191,579869,13762500,0.27,13762500,12796875,12990000
201907,102191,869299,13537500,0.33,13425000,12983438,13071750
201907,102191,702469,12228750,0.3,12228750,13059375,12893250
201907,102191,877367,15093750,0.33,14943750,12603750,13071750
201907,102191,737281,13398750,0.33,13357500,13000312,13071750
201907,102191,659473,14182500,0.35,13736250,12765938,12960000
201907,102191,370399,13957500,0.34,13942500,12776250,13009500
201907,102191,561529,12547500,0.37,12435000,12874688,12786750
201907,102191,813199,12570000,0.32,12540000,13225312,13088250
201907,102191,128969,13796250,0.25,13796250,12915000,13091250
201907,102191,242377,12982500,0.35,12982500,12954375,12960000
201907,102191,906823,12967500,0.43,12821250,12045000,12200250
201907,102191,461603,13931250,0.36,13833750,12638438,12877500
201907,102191,590963,12382500,0.35,11996250,13200938,12960000
201907,102191,366217,14096250,0.35,14096250,12675938,12960000
201907,102191,780631,13758750,0.25,13481250,12993750,13091250
201907,102191,902179,13590000,0.39,13590000,12210000,12486000
201907,102191,651029,13837500,0.25,13837500,12904688,13091250
201907,102191,511691,14242500,0.37,14163750,12442500,12786750
201907,102191,259387,13702500,0.32,13293750,13036875,13088250
201907,102191,221071,13792500,0.25,13368750,13021875,13091250
201907,102191,538301,14115000,0.31,14115000,12675000,12963000
201907,102191,706913,12667500,0.29,12221250,13151250,12965250
201907,102191,212999,14073750,0.33,14073750,12821250,13071750
201907,102191,647321,14666250,0.32,14666250,12693750,13088250
201907,102191,167623,13267500,0.34,13267500,12945000,13009500
201907,102191,222163,14396250,0.33,14396250,12740625,13071750
201907,102191,920687,14148750,0.25,13916250,12885000,13091250
201907,102191,167213,13698750,0.31,13526250,12822188,12963000
201907,102191,325673,13425000,0.23,13267500,12728438,12836250
201907,102191,132233,13095000,0.36,13095000,12823125,12877500
201907,102191,284227,13282500,0.32,13282500,13039688,13088250
201907,102191,876181,11891250,0.23,11891250,13072500,12836250
201907,102191,978233,13758750,0.38,13635000,12422812,12665250
201907,102191,355457,15183750,0.36,15183750,12300938,12877500
201907,102191,641513,14310000,0.33,14310000,12762188,13071750
201907,102191,737969,14613750,0.32,14490000,12737812,13088250
201907,102191,838139,12738750,0.26,12543750,13168125,13043250
201907,102191,544759,13545000,0.31,13346250,12867188,12963000
201907,102191,617791,14958750,0.33,14958750,12600000,13071750
201907,102191,577169,13957500,0.32,13957500,12870938,13088250
201907,102191,414241,13590000,0.32,13323750,13029375,13088250
201907,102191,415823,14771250,0.35,14655000,12536250,12960000
201907,102191,992917,13215000,0.27,13162500,12946875,12990000
201907,102191,433861,13320000,0.42,13301250,12037500,12290250
201907,102191,730421,13567500,0.29,13365000,12865312,12965250
201907,102191,586237,12315000,0.36,12315000,13018125,12877500
201907,102191,123701,12690000,0.24,12678750,13044375,12971250
201907,102191,221077,13301250,0.24,13121250,12933750,12971250
201907,102191,476167,13196250,0.32,12978750,13115625,13088250
201907,102191,794569,14452500,0.25,14452500,12750938,13091250
201907,102191,380909,12210000,0.27,12210000,13185000,12990000
201907,102191,631039,14043750,0.27,14021250,12732188,12990000
201907,102191,862541,13016250,0.34,12648750,13099688,13009500
201907,102191,260551,12708750,0.33,12678750,13170000,13071750
201907,102191,219983,14223750,0.28,13942500,12684375,12936000
201907,102191,217121,12892500,0.33,12783750,13143750,13071750
201907,102191,976957,14636250,0.32,14396250,12761250,13088250
201907,102191,432559,13170000,0.25,13113750,13085625,13091250
201907,102191,628861,13053750,0.29,13053750,12943125,12965250
201907,102191,944297,14036250,0.36,14025000,12590625,12877500
201907,102191,236627,12881250,0.29,12686250,13035000,12965250
201907,102191,546613,13642500,0.31,13443750,12842812,12963000
201907,102191,493123,13863750,0.32,13691250,12937500,13088250
201907,102191,618841,15682500,0.25,15656250,12450000,13091250
201907,102191,289031,12765000,0.23,12765000,12854062,12836250
201907,102191,627091,13016250,0.34,13016250,13007812,13009500
201907,102191,990719,13515000,0.33,13110000,13062188,13071750
201907,102191,461921,14032500,0.31,13781250,12758438,12963000
201907,102191,216803,13920000,0.29,13920000,12726562,12965250
201907,102191,615101,14572500,0.29,14568750,12564375,12965250
201907,102191,482117,11265000,0.41,11122500,12656250,12349500
201907,102191,358243,12360000,0.33,12120000,13309688,13071750
201907,102191,981983,13143750,0.24,13008750,12961875,12971250
201907,102191,712883,12412500,0.32,12412500,13257188,13088250
201907,102191,213173,15405000,0.26,15307500,12477188,13043250
201907,102191,400249,15468750,0.26,15247500,12492188,13043250
201907,102191,953501,13751250,0.25,13605000,12962812,13091250
201907,102191,624203,13470000,0.3,13275000,12797812,12893250
201907,102191,656273,13278750,0.31,13068750,12936562,12963000
201906,102191,904147,12892500,0.37,12892500,13277812,13200750
201906,102191,976091,13815000,0.4,13706250,13185938,13290000
201906,102191,910661,12405000,0.52,12378750,13022812,12894000
201906,102191,242197,13856250,0.4,13477500,13243125,13290000
201906,102191,847519,13173750,0.37,12866250,13284375,13200750
201906,102191,226099,14010000,0.37,14010000,12998438,13200750
201906,102191,699493,14302500,0.39,14100000,13168125,13354500
201906,102191,275339,14092500,0.43,14088750,13065938,13270500
201906,102191,751423,13953750,0.33,13792500,12674062,12897750
201906,102191,844523,13522500,0.38,13522500,13198125,13263000
201906,102191,577531,12528750,0.29,12423750,12509062,12492000
201906,102191,955139,13556250,0.44,13556250,13092188,13185000
201906,102191,929311,13410000,0.34,13267500,12930938,12998250
201906,102191,923441,13143750,0.38,13057500,13314375,13263000
201906,102191,372847,14250000,0.44,14051250,12968438,13185000
201906,102191,778187,13556250,0.48,13256250,12922500,12989250
201906,102191,102913,12900000,0.55,12806250,12361875,12450750
201906,102191,923179,14992500,0.41,14797500,12858750,13246500
201906,102191,356929,13001250,0.38,12960000,13338750,13263000
201906,102191,488617,12172500,0.39,12033750,13684688,13354500
201906,102191,579869,13635000,0.43,13635000,13179375,13270500
201906,102191,869299,14216250,0.47,14043750,12751875,13010250
201906,102191,702469,12967500,0.42,12967500,13330312,13257750
201906,102191,877367,13106250,0.39,13053750,13429688,13354500
201906,102191,737281,13942500,0.41,13942500,13072500,13246500
201906,102191,659473,13323750,0.41,13102500,13282500,13246500
201906,102191,370399,13530000,0.42,13530000,13189688,13257750
201906,102191,561529,14426250,0.46,14062500,12761250,13021500
201906,102191,813199,14865000,0.49,14666250,12581250,12998250
201906,102191,128969,13612500,0.42,13466250,13205625,13257750
201906,102191,242377,15067500,0.38,15015000,12825000,13263000
201906,102191,906823,13860000,0.41,13713750,13129688,13246500
201906,102191,461603,13687500,0.41,13687500,13136250,13246500
201906,102191,590963,14073750,0.44,13890000,13008750,13185000
201906,102191,366217,13646250,0.39,13646250,13281562,13354500
201906,102191,780631,13935000,0.42,13777500,13127812,13257750
201906,102191,902179,13496250,0.48,13496250,12862500,12989250
201906,102191,651029,13035000,0.4,13035000,13353750,13290000
201906,102191,511691,14265000,0.4,14265000,13046250,13290000
201906,102191,259387,14310000,0.42,14133750,13038750,13257750
201906,102191,221071,13068750,0.36,12596250,13101562,13000500
201906,102191,538301,14006250,0.42,14006250,13070625,13257750
201906,102191,706913,12438750,0.41,12266250,13491562,13246500
201906,102191,212999,14523750,0.39,14448750,13080938,13354500
201906,102191,647321,12191250,0.52,11943750,13131562,12894000
201906,102191,167623,13181250,0.45,13181250,13162500,13166250
201906,102191,222163,13920000,0.42,13920000,13092188,13257750
201906,102191,920687,12645000,0.51,12435000,13063125,12937500
201906,102191,167213,12772500,0.45,12742500,13272188,13166250
201906,102191,325673,14801250,0.4,14801250,12912188,13290000
201906,102191,132233,14107500,0.43,13942500,13102500,13270500
201906,102191,284227,12783750,0.37,12671250,13333125,13200750
201906,102191,876181,12007500,0.39,12007500,13691250,13354500
201906,102191,978233,14906250,0.34,14793750,12549375,12998250
201906,102191,355457,13635000,0.37,13635000,13092188,13200750
201906,102191,641513,12412500,0.38,12348750,13491562,13263000
201906,102191,737969,12765000,0.39,12573750,13549688,13354500
201906,102191,838139,14036250,0.44,13773750,13037812,13185000
201906,102191,544759,12885000,0.41,12885000,13336875,13246500
201906,102191,617791,13777500,0.41,13571250,13165312,13246500
201906,102191,577169,14415000,0.4,14415000,13008750,13290000
201906,102191,414241,15048750,0.43,15033750,12829688,13270500
201906,102191,415823,13833750,0.45,13833750,12999375,13166250
201906,102191,992917,12596250,0.39,12596250,13544062,13354500
201906,102191,433861,12247500,0.39,12247500,13631250,13354500
201906,102191,730421,14085000,0.48,13953750,12748125,12989250
201906,102191,586237,12596250,0.49,12596250,13098750,12998250
201906,102191,123701,13462500,0.49,13113750,12969375,12998250
201906,102191,221077,13290000,0.39,13290000,13370625,13354500
201906,102191,476167,13976250,0.42,13908750,13095000,13257750
201906,102191,794569,12588750,0.45,12525000,13326562,13166250
201906,102191,380909,14715000,0.39,14715000,13014375,13354500
201906,102191,631039,13631250,0.48,13631250,12828750,12989250
201906,102191,862541,15903750,0.48,15791250,12288750,12989250
201906,102191,260551,14977500,0.38,14748750,12891562,13263000
201906,102191,219983,13113750,0.37,13113750,13222500,13200750
201906,102191,217121,12926250,0.38,12926250,13347188,13263000
201906,102191,976957,13893750,0.45,13845000,12996562,13166250
201906,102191,432559,13818750,0.45,13818750,13003125,13166250
201906,102191,628861,13361250,0.44,13361250,13140938,13185000
201906,102191,944297,13893750,0.44,13736250,13047188,13185000
201906,102191,236627,12708750,0.43,12708750,13410938,13270500
201906,102191,546613,12900000,0.4,12810000,13410000,13290000
201906,102191,493123,13995000,0.38,13927500,13096875,13263000
201906,102191,618841,14197500,0.52,14197500,12568125,12894000
201906,102191,289031,14190000,0.39,14190000,13145625,13354500
201906,102191,627091,13762500,0.42,13762500,13131562,13257750
201906,102191,990719,13736250,0.49,13736250,12813750,12998250
201906,102191,461921,13368750,0.41,13368750,13215938,13246500
201906,102191,216803,12633750,0.45,12453750,13344375,13166250
201906,102191,615101,12776250,0.45,12652500,13294688,13166250
201906,102191,482117,13878750,0.43,13878750,13118438,13270500
201906,102191,358243,14306250,0.35,13717500,12824062,13002750
201906,102191,981983,15236250,0.41,14703750,12882188,13246500
201906,102191,712883,14426250,0.45,14351250,12870000,13166250
201906,102191,213173,14658750,0.4,14658750,12947812,13290000
201906,102191,400249,13957500,0.38,13886250,13107188,13263000
201906,102191,953501,12915000,0.48,12892500,13013438,12989250
201906,102191,624203,12813750,0.44,12813750,13277812,13185000
201906,102191,656273,14096250,0.39,14085000,13171875,13354500
201905,102191,904147,12480000,0.38,12270000,10930312,11198250
201905,102191,976091,11591250,0.39,11591250,11188125,11268750
201905,102191,910661,11733750,0.43,11733750,10985625,11135250
201905,102191,242197,11272500,0.45,11272500,11089688,11126250
201905,102191,847519,10466250,0.32,10466250,11215312,11065500
201905,102191,226099,11910000,0.35,11808750,11009062,11169000
201905,102191,699493,12052500,0.31,11797500,10732500,10945500
201905,102191,275339,11730000,0.39,11730000,11153438,11268750
201905,102191,751423,11231250,0.39,10998750,11336250,11268750
201905,102191,844523,11538750,0.44,11516250,11057812,11149500
201905,102191,577531,10590000,0.41,10005000,11392500,11115000
201905,102191,955139,11197500,0.41,11178750,11099062,11115000
201905,102191,929311,11970000,0.37,11718750,10959375,11111250
201905,102191,923441,11426250,0.54,11426250,10252500,10487250
201905,102191,372847,13218750,0.44,13012500,10683750,11149500
201905,102191,778187,12517500,0.44,12345000,10850625,11149500
201905,102191,102913,11208750,0.54,11006250,10357500,10487250
201905,102191,923179,12412500,0.47,12412500,10865625,11175000
201905,102191,356929,11733750,0.45,11565000,11016562,11126250
201905,102191,488617,13597500,0.46,13380000,10606875,11161500
201905,102191,579869,9918750,0.44,9900000,11461875,11149500
201905,102191,869299,11520000,0.35,11377500,11116875,11169000
201905,102191,702469,12056250,0.47,12056250,10954688,11175000
201905,102191,877367,11190000,0.47,11002500,11218125,11175000
201905,102191,737281,12135000,0.39,12135000,11052188,11268750
201905,102191,659473,12213750,0.36,12213750,10892812,11157000
201905,102191,370399,11598750,0.4,11553750,11125312,11211000
201905,102191,561529,9993750,0.35,9982500,11465625,11169000
201905,102191,813199,10968750,0.38,10968750,11255625,11198250
201905,102191,128969,12120000,0.36,11846250,10984688,11157000
201905,102191,242377,12153750,0.39,12030000,11078438,11268750
201905,102191,906823,10226250,0.36,10151250,11408438,11157000
201905,102191,461603,11673750,0.45,11317500,11078438,11126250
201905,102191,590963,11096250,0.32,11096250,11057812,11065500
201905,102191,366217,12345000,0.34,12161250,10904062,11155500
201905,102191,780631,11482500,0.44,10942500,11201250,11149500
201905,102191,902179,11088750,0.4,11088750,11241562,11211000
201905,102191,651029,11145000,0.3,10852500,10779375,10794000
201905,102191,511691,11921250,0.44,11628750,11029688,11149500
201905,102191,259387,11321250,0.37,11321250,11058750,11111250
201905,102191,221071,11373750,0.39,11373750,11242500,11268750
201905,102191,538301,11478750,0.4,11478750,11144062,11211000
201905,102191,706913,11775000,0.39,11520000,11205938,11268750
201905,102191,212999,12716250,0.39,12716250,10906875,11268750
201905,102191,647321,12326250,0.43,12168750,10876875,11135250
201905,102191,167623,11820000,0.36,11775000,11002500,11157000
201905,102191,222163,10342500,0.46,10147500,11415000,11161500
201905,102191,920687,11576250,0.51,11527500,10545000,10741500
201905,102191,167213,12408750,0.32,12408750,10729688,11065500
201905,102191,325673,11962500,0.45,11707500,10980938,11126250
201905,102191,132233,12101250,0.47,12101250,10943438,11175000
201905,102191,284227,9266250,0.41,9258750,11579062,11115000
201905,102191,876181,11478750,0.45,11212500,11104688,11126250
201905,102191,978233,11516250,0.36,11430000,11088750,11157000
201905,102191,355457,11745000,0.43,11587500,11022188,11135250
201905,102191,641513,11692500,0.36,11658750,11031562,11157000
201905,102191,737969,12281250,0.48,12161250,10614375,10923750
201905,102191,838139,11268750,0.35,11268750,11144062,11169000
201905,102191,544759,11287500,0.32,11261250,11016562,11065500
201905,102191,617791,10548750,0.44,10308750,11359688,11149500
201905,102191,577169,12783750,0.46,12622500,10796250,11161500
201905,102191,414241,12285000,0.34,12108750,10917188,11155500
201905,102191,415823,12277500,0.48,12273750,10586250,10923750
201905,102191,992917,11572500,0.34,11572500,11051250,11155500
201905,102191,433861,11538750,0.46,11538750,11067188,11161500
201905,102191,730421,12431250,0.47,12431250,10860938,11175000
201905,102191,586237,11025000,0.47,11025000,11212500,11175000
201905,102191,123701,11928750,0.44,11861250,10971562,11149500
201905,102191,221077,10717500,0.48,10717500,10975312,10923750
201905,102191,476167,11831250,0.35,11831250,11003438,11169000
201905,102191,794569,11745000,0.39,11745000,11149688,11268750
201905,102191,380909,10725000,0.33,10638750,11155312,11052000
201905,102191,631039,10436250,0.32,10436250,11222812,11065500
201905,102191,862541,12153750,0.39,11988750,11088750,11268750
201905,102191,260551,11460000,0.34,11460000,11079375,11155500
201905,102191,219983,10530000,0.47,10530000,11336250,11175000
201905,102191,217121,11126250,0.31,11010000,10929375,10945500
201905,102191,976957,12802500,0.44,12802500,10736250,11149500
201905,102191,432559,11471250,0.45,11298750,11083125,11126250
201905,102191,628861,10443750,0.4,10338750,11429062,11211000
201905,102191,944297,11505000,0.47,11505000,11092500,11175000
201905,102191,236627,12048750,0.4,12048750,11001562,11211000
201905,102191,546613,11883750,0.36,11707500,11019375,11157000
201905,102191,493123,12067500,0.43,12007500,10917188,11135250
201905,102191,618841,11966250,0.48,11966250,10663125,10923750
201905,102191,289031,12618750,0.51,12618750,10272188,10741500
201905,102191,627091,10942500,0.52,10942500,10676250,10729500
201905,102191,990719,11171250,0.36,10725000,11265000,11157000
201905,102191,461921,10372500,0.44,10361250,11346562,11149500
201905,102191,216803,11103750,0.44,11010000,11184375,11149500
201905,102191,615101,11178750,0.32,11178750,11037188,11065500
201905,102191,482117,11587500,0.35,11587500,11064375,11169000
201905,102191,358243,11625000,0.41,11591250,10995938,11115000
201905,102191,981983,11017500,0.49,10601250,10840312,10792500
201905,102191,712883,12270000,0.44,11812500,10983750,11149500
201905,102191,213173,12045000,0.39,11996250,11086875,11268750
201905,102191,400249,10338750,0.48,10338750,11070000,10923750
201905,102191,953501,11370000,0.39,11141250,11300625,11268750
201905,102191,624203,11392500,0.47,11392500,11120625,11175000
201905,102191,656273,11047500,0.4,11047500,11251875,11211000
201904,102191,904147,13905000,0.3,13905000,13702500,13743000
201904,102191,976091,14362500,0.39,13893750,13506562,13584000
201904,102191,910661,14703750,0.55,14703750,12155625,12665250
201904,102191,242197,13593750,0.29,13552500,13750312,13710750
201904,102191,847519,14625000,0.32,14418750,13614375,13775250
201904,102191,226099,15015000,0.43,14700000,13148438,13458750
201904,102191,699493,13713750,0.41,13331250,13539375,13497750
201904,102191,275339,13065000,0.29,13065000,13872188,13710750
201904,102191,751423,14797500,0.42,14692500,13241250,13531500
201904,102191,844523,14613750,0.36,14212500,13429688,13586250
201904,102191,577531,14355000,0.32,14238750,13659375,13775250
201904,102191,955139,14062500,0.39,13931250,13497188,13584000
201904,102191,929311,14148750,0.48,14148750,12994688,13225500
201904,102191,923441,13852500,0.4,13545000,13532812,13535250
201904,102191,372847,14546250,0.38,14546250,13332188,13575000
201904,102191,778187,14857500,0.43,14842500,13112812,13458750
201904,102191,102913,13590000,0.39,13590000,13582500,13584000
201904,102191,923179,14625000,0.37,14456250,13365938,13584000
201904,102191,356929,14197500,0.43,13680000,13403438,13458750
201904,102191,488617,13503750,0.34,13267500,13820625,13710000
201904,102191,579869,13361250,0.3,13297500,13854375,13743000
201904,102191,869299,14055000,0.34,14055000,13623750,13710000
201904,102191,702469,13425000,0.33,13353750,13816875,13724250
201904,102191,877367,13680000,0.39,13605000,13578750,13584000
201904,102191,737281,15862500,0.41,15386250,13025625,13497750
201904,102191,659473,13185000,0.31,13132500,13815000,13678500
201904,102191,370399,14778750,0.32,14722500,13538438,13775250
201904,102191,561529,15048750,0.33,15018750,13400625,13724250
201904,102191,813199,13830000,0.42,13578750,13519688,13531500
201904,102191,128969,15183750,0.39,14842500,13269375,13584000
201904,102191,242377,14370000,0.44,14212500,13150312,13362750
201904,102191,906823,14133750,0.42,14002500,13413750,13531500
201904,102191,461603,13935000,0.46,13740000,13309688,13395750
201904,102191,590963,14058750,0.4,14058750,13404375,13535250
201904,102191,366217,13421250,0.35,13323750,13730625,13649250
201904,102191,780631,15427500,0.35,15337500,13227188,13649250
201904,102191,902179,13481250,0.29,13421250,13783125,13710750
201904,102191,651029,15352500,0.41,15161250,13081875,13497750
201904,102191,511691,14066250,0.42,13627500,13507500,13531500
201904,102191,259387,13871250,0.33,13672500,13737188,13724250
201904,102191,221071,14126250,0.3,13830000,13721250,13743000
201904,102191,538301,15228750,0.46,15146250,12958125,13395750
201904,102191,706913,15873750,0.3,15742500,13243125,13743000
201904,102191,212999,14355000,0.45,14175000,13182188,13380750
201904,102191,647321,14291250,0.26,14141250,13262812,13438500
201904,102191,167623,15045000,0.49,15045000,12699375,13168500
201904,102191,222163,14295000,0.33,14295000,13581562,13724250
201904,102191,920687,13466250,0.34,13451250,13774688,13710000
201904,102191,167213,15180000,0.42,14715000,13235625,13531500
201904,102191,325673,13747500,0.37,13623750,13574062,13584000
201904,102191,132233,12851250,0.35,12780000,13866562,13649250
201904,102191,284227,14190000,0.3,14171250,13635938,13743000
201904,102191,876181,14163750,0.41,14163750,13331250,13497750
201904,102191,978233,14831250,0.32,14831250,13511250,13775250
201904,102191,355457,14486250,0.4,14486250,13297500,13535250
201904,102191,641513,14595000,0.39,14595000,13331250,13584000
201904,102191,737969,13657500,0.32,13578750,13824375,13775250
201904,102191,838139,14981250,0.36,14917500,13253438,13586250
201904,102191,544759,14163750,0.3,13822500,13723125,13743000
201904,102191,617791,14287500,0.32,14167500,13677188,13775250
201904,102191,577169,13830000,0.45,13143750,13440000,13380750
201904,102191,414241,15671250,0.45,15525000,12844688,13380750
201904,102191,415823,13792500,0.44,13657500,13289062,13362750
201904,102191,992917,12705000,0.43,12705000,13647188,13458750
201904,102191,433861,13215000,0.27,12993750,13530000,13422750
201904,102191,730421,14186250,0.33,13758750,13715625,13724250
201904,102191,586237,13256250,0.34,13038750,13877812,13710000
201904,102191,123701,13128750,0.38,12997500,13719375,13575000
201904,102191,221077,13541250,0.35,13361250,13721250,13649250
201904,102191,476167,14220000,0.32,14220000,13664062,13775250
201904,102191,794569,14250000,0.46,14238750,13185000,13395750
201904,102191,380909,12907500,0.31,12907500,13871250,13678500
201904,102191,631039,13057500,0.33,12798750,13955625,13724250
201904,102191,862541,14437500,0.29,14381250,13543125,13710750
201904,102191,260551,12577500,0.32,12292500,14145938,13775250
201904,102191,219983,13837500,0.36,13837500,13523438,13586250
201904,102191,217121,14268750,0.34,13935000,13653750,13710000
201904,102191,976957,15307500,0.34,15307500,13310625,13710000
201904,102191,432559,14486250,0.44,14486250,13081875,13362750
201904,102191,628861,13297500,0.43,13211250,13520625,13458750
201904,102191,944297,14880000,0.39,14812500,13276875,13584000
201904,102191,236627,14152500,0.48,14152500,12993750,13225500
201904,102191,546613,13890000,0.35,13357500,13722188,13649250
201904,102191,493123,14103750,0.34,14103750,13611562,13710000
201904,102191,618841,12191250,0.29,12191250,14090625,13710750
201904,102191,289031,13297500,0.37,13293750,13656562,13584000
201904,102191,627091,13413750,0.32,13365000,13877812,13775250
201904,102191,990719,14471250,0.36,14471250,13365000,13586250
201904,102191,461921,14568750,0.37,14152500,13441875,13584000
201904,102191,216803,14992500,0.33,14793750,13456875,13724250
201904,102191,615101,13297500,0.42,13267500,13597500,13531500
201904,102191,482117,14418750,0.46,14366250,13153125,13395750
201904,102191,358243,15772500,0.32,15772500,13275938,13775250
201904,102191,981983,13627500,0.39,13627500,13573125,13584000
201904,102191,712883,14253750,0.37,14115000,13451250,13584000
201904,102191,213173,13743750,0.26,13743750,13362188,13438500
201904,102191,400249,13646250,0.32,13646250,13807500,13775250
201904,102191,953501,13473750,0.33,13473750,13786875,13724250
201904,102191,624203,14362500,0.33,14362500,13564688,13724250
201904,102191,656273,14212500,0.41,14212500,13319062,13497750